Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
4000,4000.0,0.0603,36,car,0.3367,GA,MORTGAGE,7917.0,"[800, 804]",19.0,55123.0,1.0,10+ years,802
2500,2500.0,0.0662,36,home_improvement,0.1096,MD,MORTGAGE,6166.67,"[730, 734]",14.0,24495.0,0.0,10+ years,732
28000,27925.0,0.1855,36,debt_consolidation,0.0899,LA,MORTGAGE,6666.67,"[700, 704]",6.0,14189.0,2.0,n/a,702
9000,8975.0,0.089,36,debt_consolidation,0.0733,CA,RENT,12500.0,"[730, 734]",4.0,12964.0,0.0,5 years,732
6600,6600.0,0.0603,36,home_improvement,0.1669,NC,MORTGAGE,6250.0,"[750, 754]",14.0,17258.0,0.0,10+ years,752
27050,27050.0,0.1727,60,credit_card,0.2759,WA,MORTGAGE,5025.0,"[705, 709]",13.0,40037.0,1.0,10+ years,707
4800,4800.0,0.1599,36,major_purchase,0.0,IL,RENT,4583.33,"[675, 679]",2.0,0.0,0.0,6 years,677
7550,7550.0,0.1016,36,debt_consolidation,0.0383,CA,MORTGAGE,8333.33,"[710, 714]",10.0,10204.0,0.0,2 years,712
10000,10000.0,0.0774,36,debt_consolidation,0.0017,OR,MORTGAGE,7083.33,"[775, 779]",9.0,2994.0,0.0,10+ years,777
12500,12275.0,0.1126,36,credit_card,0.1221,TX,RENT,4333.33,"[730, 734]",6.0,12568.0,2.0,8 years,732
27575,27575.0,0.1905,36,debt_consolidation,0.193,WI,RENT,5166.67,"[660, 664]",6.0,14935.0,1.0,10+ years,662
20000,20000.0,0.1311,36,debt_consolidation,0.0394,IL,MORTGAGE,7238.92,"[720, 724]",6.0,11751.0,3.0,10+ years,722
15000,14900.0,0.1461,36,major_purchase,0.0917,TX,RENT,3000.0,"[730, 734]",8.0,0.0,2.0,< 1 year,732
18000,18000.0,0.089,36,home_improvement,0.1279,NV,MORTGAGE,10500.0,"[730, 734]",15.0,4856.0,2.0,< 1 year,732
5400,5375.0,0.089,36,small_business,0.0627,OH,RENT,3000.0,"[785, 789]",2.0,90.0,2.0,n/a,787
23000,22950.0,0.1581,36,credit_card,0.1602,CA,RENT,7083.33,"[695, 699]",8.0,9664.0,2.0,4 years,697
8000,7950.0,0.0579,36,home_improvement,0.1965,FL,OWN,5833.33,"[770, 774]",8.0,0.0,0.0,3 years,772
3000,2950.0,0.1269,36,debt_consolidation,0.0425,SC,OWN,1200.0,"[705, 709]",4.0,1643.0,0.0,< 1 year,707
7200,7200.0,0.0692,36,credit_card,0.1172,RI,MORTGAGE,7083.33,"[780, 784]",6.0,15933.0,1.0,3 years,782
15350,15350.0,0.158,36,credit_card,0.0741,CO,MORTGAGE,5666.67,"[670, 674]",6.0,8128.0,0.0,1 year,672
6000,6000.0,0.1212,36,wedding,0.2121,GA,RENT,3333.33,"[685, 689]",8.0,4638.0,0.0,2 years,687
15000,8081.65,0.1316,36,debt_consolidation,0.1316,GA,MORTGAGE,2583.33,"[755, 759]",3.0,4923.0,2.0,9 years,757
5000,5000.0,0.1268,60,moving,0.1259,NY,RENT,4416.67,"[690, 694]",13.0,7686.0,0.0,< 1 year,692
2575,2575.0,0.0676,36,educational,0.048,MA,RENT,6875.0,"[760, 764]",6.0,4678.0,2.0,3 years,762
1800,1800.0,0.1367,36,vacation,0.2421,NY,RENT,4250.0,"[670, 674]",11.0,5757.0,0.0,5 years,672
10000,10000.0,0.1409,36,other,0.2644,WA,MORTGAGE,5416.67,"[700, 704]",6.0,18652.0,1.0,6 years,702
7750,7750.0,0.1074,36,debt_consolidation,0.0651,UT,MORTGAGE,2916.67,"[705, 709]",5.0,6889.0,0.0,6 years,707
12000,12000.0,0.1629,36,debt_consolidation,0.2876,CT,RENT,5666.67,"[660, 664]",21.0,16822.0,2.0,3 years,662
10000,10000.0,0.0603,36,debt_consolidation,0.16,KY,MORTGAGE,8333.33,"[780, 784]",11.0,14832.0,0.0,10+ years,782
4950,4950.0,0.1367,36,debt_consolidation,0.1411,CA,MORTGAGE,4166.67,"[665, 669]",15.0,8379.0,0.0,5 years,667
8400,8350.0,0.0603,36,medical,0.1534,WA,MORTGAGE,3200.0,"[760, 764]",6.0,10576.0,0.0,n/a,762
3500,3500.0,0.1212,36,other,0.1782,CA,MORTGAGE,5416.67,"[695, 699]",15.0,4067.0,3.0,< 1 year,697
12000,12000.0,0.1629,36,credit_card,0.1837,TX,MORTGAGE,7083.33,"[665, 669]",16.0,16993.0,2.0,7 years,667
18000,18000.0,0.2247,60,credit_card,0.1717,OH,MORTGAGE,5562.92,"[660, 664]",13.0,14866.0,3.0,7 years,662
14675,14650.0,0.1299,60,debt_consolidation,0.2918,FL,RENT,3167.0,"[725, 729]",7.0,21088.0,1.0,6 years,727
13000,13000.0,0.1409,36,credit_card,0.1609,CT,RENT,3250.0,"[675, 679]",6.0,6930.0,0.0,2 years,677
15000,15000.0,0.1311,36,debt_consolidation,0.3312,NY,RENT,4166.67,"[695, 699]",10.0,13198.0,0.0,9 years,697
8250,8205.63,0.0932,36,credit_card,0.2445,OH,MORTGAGE,3300.0,"[755, 759]",17.0,29576.0,2.0,8 years,757
6900,6900.0,0.1409,36,credit_card,0.1778,AR,OWN,4166.67,"[685, 689]",9.0,9720.0,1.0,10+ years,687
35000,35000.0,0.2049,60,debt_consolidation,0.1254,PA,MORTGAGE,10416.67,"[685, 689]",14.0,26487.0,4.0,2 years,687
25000,23995.24,0.1062,36,debt_consolidation,0.1221,VA,RENT,11166.67,"[750, 754]",6.0,28556.0,0.0,7 years,752
9600,9600.0,0.1114,36,debt_consolidation,0.2058,NV,MORTGAGE,3833.33,"[705, 709]",9.0,44403.0,1.0,5 years,707
9000,8975.0,0.0662,36,debt_consolidation,0.1711,NY,MORTGAGE,6750.0,"[755, 759]",7.0,12553.0,2.0,7 years,757
6500,6500.0,0.089,36,credit_card,0.3145,CO,MORTGAGE,6000.0,"[740, 744]",14.0,61865.0,2.0,< 1 year,742
1750,1750.0,0.1114,36,credit_card,0.0802,CA,RENT,1833.33,"[720, 724]",4.0,1838.0,0.0,2 years,722
5000,5000.0,0.0542,36,wedding,0.2315,OH,RENT,2833.33,"[750, 754]",7.0,4573.0,0.0,3 years,752
6000,6000.0,0.158,36,debt_consolidation,0.164,GA,RENT,2500.0,"[670, 674]",5.0,5892.0,1.0,4 years,672
25000,25000.0,0.1409,36,debt_consolidation,0.1913,CA,RENT,6083.33,"[700, 704]",19.0,14666.0,0.0,10+ years,702
13000,13000.0,0.1433,36,debt_consolidation,0.1108,MN,MORTGAGE,3358.33,"[690, 694]",7.0,6327.0,1.0,10+ years,692
5875,5875.0,0.079,36,other,0.1475,NV,RENT,5416.67,"[720, 724]",15.0,2617.0,2.0,4 years,722
5000,5000.0,0.1629,36,debt_consolidation,0.2077,VA,RENT,4583.33,"[660, 664]",19.0,11991.0,1.0,6 years,662
16000,7925.0,0.1645,60,debt_consolidation,0.1666,MO,MORTGAGE,5500.0,"[680, 684]",6.0,6842.0,0.0,9 years,682
12000,12000.0,0.0962,60,small_business,0.1412,GA,MORTGAGE,6666.67,"[730, 734]",10.0,6969.0,1.0,4 years,732
35000,35000.0,0.1212,36,debt_consolidation,0.199,FL,MORTGAGE,13933.33,"[720, 724]",18.0,24288.0,0.0,1 year,722
4800,4775.0,0.0579,36,car,0.1171,NJ,RENT,2800.0,"[735, 739]",6.0,9228.0,0.0,3 years,737
6500,6500.0,0.1111,36,credit_card,0.1398,WY,MORTGAGE,2253.0,"[680, 684]",11.0,7558.0,1.0,2 years,682
25000,25000.0,0.1306,36,other,0.0414,MI,MORTGAGE,11500.0,"[735, 739]",4.0,6578.0,0.0,< 1 year,737
1000,1000.0,0.0762,36,debt_consolidation,0.0559,MD,MORTGAGE,9333.33,"[785, 789]",6.0,350.0,4.0,2 years,787
16000,16000.0,0.1348,36,debt_consolidation,0.1517,KY,MORTGAGE,4166.67,"[700, 704]",6.0,1962.0,1.0,2 years,702
7675,2275.0,0.1513,36,other,0.1808,TX,MORTGAGE,11666.67,"[645, 649]",13.0,12578.0,0.0,9 years,647
13600,13600.0,0.089,36,debt_consolidation,0.1094,WA,RENT,10000.0,"[720, 724]",15.0,18028.0,0.0,10+ years,722
12000,12000.0,0.1531,36,debt_consolidation,0.3291,CA,RENT,5500.0,"[680, 684]",21.0,13559.0,1.0,3 years,682
15000,15000.0,0.1037,36,house,0.2672,AL,MORTGAGE,5250.0,"[750, 754]",11.0,44850.0,1.0,10+ years,752
7125,7125.0,0.1849,36,debt_consolidation,0.1118,CT,MORTGAGE,5636.75,"[675, 679]",14.0,5383.0,2.0,8 years,677
35000,34977.35,0.2167,60,house,0.1425,CA,RENT,20833.33,"[675, 679]",12.0,79792.0,0.0,6 years,677
11575,11575.0,0.1311,60,debt_consolidation,0.1837,NY,MORTGAGE,3750.0,"[725, 729]",12.0,18790.0,1.0,10+ years,727
5000,5000.0,0.074,36,major_purchase,0.1422,GA,RENT,6000.0,"[780, 784]",7.0,1751.0,0.0,6 years,782
5000,5000.0,0.0762,36,debt_consolidation,0.0304,NY,OWN,2500.0,"[735, 739]",5.0,4864.0,0.0,3 years,737
5000,527.49,0.1324,36,debt_consolidation,0.1328,NJ,RENT,4833.0,"[660, 664]",10.0,9816.0,0.0,4 years,662
7000,7000.0,0.079,36,debt_consolidation,0.1261,VA,MORTGAGE,6250.0,"[720, 724]",13.0,19848.0,0.0,10+ years,722
20000,16755.89,0.145,36,debt_consolidation,0.254,MN,MORTGAGE,6916.67,"[715, 719]",10.0,26938.0,0.0,10+ years,717
7000,7000.0,0.0692,36,debt_consolidation,0.1715,CA,RENT,4583.33,"[735, 739]",13.0,6897.0,0.0,5 years,737
20000,19900.0,0.1025,36,debt_consolidation,0.1751,DE,MORTGAGE,7833.33,"[760, 764]",14.0,49898.0,0.0,5 years,762
6000,6000.0,0.079,36,major_purchase,0.2013,PA,MORTGAGE,7750.0,"[725, 729]",16.0,7533.0,1.0,8 years,727
14000,14000.0,0.0766,36,major_purchase,0.1068,FL,MORTGAGE,21666.67,"[735, 739]",14.0,13850.0,3.0,1 year,737
30000,30000.0,0.1905,36,debt_consolidation,0.1477,CO,MORTGAGE,9166.67,"[685, 689]",20.0,22299.0,1.0,< 1 year,687
18225,18200.0,0.1758,36,debt_consolidation,0.2464,TX,MORTGAGE,5000.0,"[660, 664]",12.0,16398.0,2.0,7 years,662
12000,12000.0,0.0729,36,other,0.1615,VA,MORTGAGE,11667.0,"[720, 724]",9.0,113671.0,0.0,4 years,722
10000,10000.0,0.1212,36,debt_consolidation,0.1299,CA,MORTGAGE,5833.33,"[690, 694]",8.0,13885.0,0.0,6 years,692
16300,16275.0,0.1491,36,credit_card,0.2417,FL,MORTGAGE,5222.0,"[675, 679]",11.0,40988.0,1.0,10+ years,677
11000,2116.76,0.1387,36,debt_consolidation,0.2093,NY,OWN,4167.0,"[670, 674]",14.0,17436.0,0.0,2 years,672
25000,20850.0,0.1558,60,small_business,0.006,CA,MORTGAGE,5666.67,"[785, 789]",2.0,0.0,4.0,10+ years,787
24000,24000.0,0.1212,36,debt_consolidation,0.2901,MD,MORTGAGE,7500.0,"[670, 674]",12.0,14804.0,1.0,< 1 year,672
6000,6000.0,0.0749,36,major_purchase,0.0881,NY,OWN,2462.75,"[715, 719]",11.0,8644.0,0.0,2 years,717
10000,9975.0,0.1149,60,debt_consolidation,0.2269,NV,MORTGAGE,5623.33,"[765, 769]",11.0,26898.0,1.0,10+ years,767
2000,2000.0,0.089,36,car,0.237,MI,OWN,3000.0,"[730, 734]",5.0,2117.0,1.0,10+ years,732
6625,6600.0,0.1114,36,credit_card,0.1012,PA,OWN,1916.67,"[690, 694]",10.0,5449.0,0.0,n/a,692
20000,6350.01,0.1671,36,debt_consolidation,0.2083,NY,RENT,5333.33,"[660, 664]",11.0,11881.0,4.0,1 year,662
12000,11925.0,0.0963,36,other,0.0912,WA,MORTGAGE,6250.0,"[745, 749]",8.0,5212.0,2.0,1 year,747
4200,4200.0,0.0729,36,debt_consolidation,0.0658,IL,RENT,5133.33,"[765, 769]",4.0,5475.0,1.0,4 years,767
6950,6875.0,0.1311,36,other,0.1251,TX,MORTGAGE,7916.67,"[715, 719]",5.0,1593.0,4.0,10+ years,717
6000,6000.0,0.0751,36,major_purchase,0.0474,IL,MORTGAGE,10916.0,"[765, 769]",18.0,6317.0,4.0,6 years,767
8400,8400.0,0.1099,36,debt_consolidation,0.2485,CA,MORTGAGE,7583.0,"[700, 704]",9.0,342.0,0.0,< 1 year,702
5000,5000.0,0.0788,36,home_improvement,0.1661,NJ,MORTGAGE,5833.33,"[725, 729]",18.0,19771.0,2.0,10+ years,727
4750,4750.0,0.1016,36,credit_card,0.3249,MO,MORTGAGE,3500.0,"[695, 699]",15.0,36512.0,0.0,10+ years,697
15000,14925.0,0.1075,60,moving,0.1755,NY,RENT,5761.0,"[785, 789]",12.0,2691.0,2.0,10+ years,787
12000,12000.0,0.1629,36,home_improvement,0.0507,WI,MORTGAGE,2916.67,"[670, 674]",13.0,10360.0,2.0,5 years,672
4000,0.0,0.0768,36,other,0.1074,GA,RENT,3417.0,"[790, 794]",11.0,2775.0,3.0,1 year,792
12800,12700.0,0.1261,60,debt_consolidation,0.0902,FL,RENT,5166.67,"[725, 729]",7.0,7942.0,0.0,5 years,727
12000,11950.0,0.089,60,car,0.0975,CA,MORTGAGE,9866.0,"[795, 799]",9.0,2787.0,0.0,4 years,797
9425,9425.0,0.1349,36,credit_card,0.1571,CA,RENT,3750.0,"[670, 674]",12.0,15116.0,0.0,8 years,672
28000,28000.0,0.1242,36,debt_consolidation,0.0298,NY,MORTGAGE,27083.33,"[730, 734]",5.0,12888.0,1.0,5 years,732
30000,29975.0,0.21,60,debt_consolidation,0.1712,TX,MORTGAGE,8666.67,"[710, 714]",8.0,47503.0,0.0,6 years,712
9600,9600.0,0.1839,36,debt_consolidation,0.1469,VA,MORTGAGE,5166.67,"[660, 664]",8.0,13041.0,1.0,10+ years,662
7800,7242.07,0.1284,36,debt_consolidation,0.1677,NY,RENT,6000.0,"[695, 699]",8.0,13835.0,0.0,4 years,697
12000,12000.0,0.1065,36,debt_consolidation,0.2606,GA,RENT,5833.33,"[720, 724]",15.0,24893.0,3.0,10+ years,722
9600,9600.0,0.1531,36,debt_consolidation,0.1282,PA,MORTGAGE,6000.0,"[675, 679]",13.0,11407.0,2.0,10+ years,677
6000,6000.0,0.1062,36,credit_card,0.2338,VA,MORTGAGE,5000.0,"[705, 709]",15.0,46125.0,1.0,2 years,707
7500,7500.0,0.1111,60,debt_consolidation,0.2363,NY,RENT,1820.0,"[720, 724]",13.0,4409.0,2.0,2 years,722
7000,6950.0,0.0603,36,debt_consolidation,0.0829,FL,OWN,2750.0,"[760, 764]",8.0,10860.0,0.0,4 years,762
10000,10000.0,0.1171,36,debt_consolidation,0.0585,NY,RENT,4333.33,"[685, 689]",8.0,7072.0,0.0,10+ years,687
3200,2799.99,0.1261,36,credit_card,0.1672,CA,MORTGAGE,6476.0,"[665, 669]",14.0,80837.0,4.0,10+ years,667
13000,12850.0,0.1038,36,debt_consolidation,0.1172,VA,MORTGAGE,10533.33,"[725, 729]",13.0,37252.0,0.0,< 1 year,727
35000,35000.0,0.247,60,debt_consolidation,0.0826,AL,MORTGAGE,10000.0,"[660, 664]",12.0,21391.0,2.0,10+ years,662
20800,20775.0,0.0662,36,credit_card,0.1564,CA,MORTGAGE,10833.33,"[710, 714]",11.0,15192.0,0.0,10+ years,712
1600,1600.0,0.1629,36,debt_consolidation,0.078,OR,RENT,2666.67,"[660, 664]",7.0,5504.0,2.0,6 years,662
10050,9900.0,0.0603,36,small_business,0.2072,TX,RENT,2500.0,"[750, 754]",11.0,13669.0,0.0,9 years,752
8000,7997.85,0.1799,36,debt_consolidation,0.2111,CA,MORTGAGE,8583.33,"[670, 674]",15.0,14584.0,3.0,5 years,672
16000,16000.0,0.1212,36,debt_consolidation,0.243,CT,RENT,6250.0,"[715, 719]",8.0,10304.0,2.0,< 1 year,717
11700,11675.0,0.079,36,home_improvement,0.0563,CA,MORTGAGE,3320.83,"[720, 724]",11.0,14301.0,0.0,10+ years,722
13475,13475.0,0.1212,36,debt_consolidation,0.2827,FL,MORTGAGE,5666.67,"[705, 709]",12.0,7722.0,1.0,7 years,707
14500,14500.0,0.0542,36,home_improvement,0.0715,OH,MORTGAGE,10000.0,"[800, 804]",9.0,40.0,0.0,10+ years,802
5000,5000.0,0.1461,36,other,0.0636,CA,RENT,3083.33,"[665, 669]",8.0,4680.0,4.0,5 years,667
13600,13575.0,0.0662,36,debt_consolidation,0.1731,CA,MORTGAGE,11250.0,"[750, 754]",11.0,77377.0,1.0,4 years,752
2200,2200.0,0.089,36,debt_consolidation,0.1402,CA,RENT,7083.33,"[715, 719]",10.0,14980.0,1.0,10+ years,717
9000,9000.0,0.0976,36,credit_card,0.1867,NY,MORTGAGE,5833.33,"[705, 709]",12.0,12035.0,0.0,10+ years,707
27925,27925.0,0.2247,60,debt_consolidation,0.0394,FL,MORTGAGE,7000.0,"[685, 689]",14.0,9914.0,2.0,n/a,687
9450,9450.0,0.1433,36,debt_consolidation,0.2451,NY,RENT,2916.67,"[670, 674]",12.0,11555.0,0.0,4 years,672
15175,15175.0,0.2025,60,debt_consolidation,0.1878,WA,RENT,4333.33,"[665, 669]",6.0,18049.0,0.0,8 years,667
10000,10000.0,0.0749,36,debt_consolidation,0.0777,AZ,RENT,3166.67,"[735, 739]",4.0,0.0,0.0,1 year,737
16000,16000.0,0.1629,36,debt_consolidation,0.2062,FL,RENT,5416.67,"[680, 684]",13.0,14246.0,1.0,< 1 year,682
13200,13200.0,0.1531,36,debt_consolidation,0.0861,KY,MORTGAGE,3333.33,"[680, 684]",10.0,5400.0,3.0,10+ years,682
20000,20000.0,0.1875,60,other,0.063,PA,RENT,15416.67,"[695, 699]",13.0,15026.0,3.0,< 1 year,697
8500,8500.0,0.1777,36,other,0.18,MI,RENT,2583.33,"[665, 669]",9.0,13718.0,0.0,2 years,667
3000,3000.0,0.1427,36,debt_consolidation,0.1077,NY,OWN,3833.0,"[670, 674]",11.0,5515.0,1.0,< 1 year,672
10000,10000.0,0.1531,36,credit_card,0.1899,FL,MORTGAGE,5583.33,"[675, 679]",16.0,12723.0,1.0,2 years,677
14075,14075.0,0.1629,36,debt_consolidation,0.1102,NY,MORTGAGE,10416.67,"[700, 704]",10.0,7653.0,3.0,10+ years,702
19000,19000.0,0.1972,60,credit_card,0.1985,NY,RENT,4500.0,"[680, 684]",13.0,11388.0,1.0,3 years,682
25000,11696.88,0.1284,36,small_business,0.0552,IL,MORTGAGE,8666.67,"[760, 764]",9.0,1900.0,4.0,10+ years,762
9000,9000.0,0.1311,36,credit_card,0.2388,GA,MORTGAGE,4229.17,"[685, 689]",11.0,7496.0,0.0,1 year,687
6775,6775.0,0.1311,36,debt_consolidation,0.102,NC,RENT,6666.67,"[685, 689]",14.0,5457.0,2.0,< 1 year,687
2200,2200.0,0.1523,36,debt_consolidation,0.162,CA,RENT,2500.0,"[675, 679]",7.0,2476.0,2.0,2 years,677
10800,10550.0,0.08,36,home_improvement,0.0682,CA,MORTGAGE,11250.0,"[790, 794]",7.0,10232.0,2.0,< 1 year,792
16800,16800.0,0.1433,60,debt_consolidation,0.2175,WV,MORTGAGE,6666.67,"[675, 679]",14.0,23740.0,0.0,1 year,677
3500,3500.0,0.1562,36,home_improvement,0.1441,GA,MORTGAGE,6833.33,"[660, 664]",7.0,11526.0,3.0,8 years,662
9250,9250.0,0.1879,60,debt_consolidation,0.1927,AK,MORTGAGE,4448.0,"[660, 664]",9.0,22704.0,0.0,10+ years,662
23400,23400.0,0.0749,36,debt_consolidation,0.1566,TX,RENT,5580.0,"[740, 744]",6.0,2086.0,0.0,1 year,742
10375,10375.0,0.079,36,debt_consolidation,0.2764,MD,MORTGAGE,4500.0,"[745, 749]",7.0,0.0,0.0,5 years,747
9325,9300.0,0.1409,36,debt_consolidation,0.2135,DC,RENT,3333.33,"[695, 699]",10.0,27007.0,1.0,< 1 year,697
18000,18000.0,0.2148,60,debt_consolidation,0.1582,NY,RENT,6500.0,"[665, 669]",10.0,4256.0,0.0,10+ years,667
5375,5375.0,0.089,36,debt_consolidation,0.2948,NC,RENT,3416.67,"[720, 724]",6.0,3007.0,2.0,< 1 year,722
3700,3700.0,0.158,36,credit_card,0.322,NY,RENT,3000.0,"[690, 694]",9.0,14151.0,0.0,1 year,692
19125,19125.0,0.1849,36,debt_consolidation,0.091,MA,RENT,4166.67,"[675, 679]",8.0,19761.0,3.0,10+ years,677
1625,1625.0,0.1531,36,major_purchase,0.0432,TX,OWN,1666.67,"[745, 749]",3.0,1759.0,4.0,3 years,747
26000,25975.0,0.1677,60,home_improvement,0.1177,NC,MORTGAGE,4416.67,"[730, 734]",5.0,7560.0,1.0,10+ years,732
6650,6650.0,0.1825,60,debt_consolidation,0.1712,OH,MORTGAGE,3084.0,"[680, 684]",16.0,5646.0,2.0,3 years,682
1000,1000.0,0.1149,36,debt_consolidation,0.2136,CA,RENT,4666.67,"[670, 674]",16.0,26558.0,0.0,10+ years,672
18000,17896.62,0.1442,36,wedding,0.0789,TX,MORTGAGE,5833.33,"[720, 724]",5.0,18505.0,1.0,3 years,722
8000,7975.0,0.1284,36,wedding,0.1673,TX,MORTGAGE,3521.0,"[680, 684]",13.0,4075.0,0.0,3 years,682
4575,4575.0,0.1565,36,credit_card,0.1431,MS,OTHER,5833.33,"[680, 684]",25.0,82586.0,2.0,2 years,682
35000,34950.0,0.2197,60,debt_consolidation,0.1932,RI,MORTGAGE,14166.67,"[690, 694]",14.0,51314.0,3.0,3 years,692
10000,10000.0,0.1212,36,debt_consolidation,0.1246,CA,MORTGAGE,4375.0,"[695, 699]",7.0,11070.0,0.0,5 years,697
32350,32350.0,0.1849,36,debt_consolidation,0.2014,CT,OWN,6000.0,"[660, 664]",15.0,39513.0,1.0,3 years,662
16000,16000.0,0.1298,36,debt_consolidation,0.1586,CA,MORTGAGE,3600.0,"[700, 704]",9.0,26357.0,2.0,3 years,702
13750,13750.0,0.1409,36,credit_card,0.2477,CA,RENT,3000.0,"[690, 694]",12.0,16734.0,1.0,1 year,692
5600,5600.0,0.1114,36,credit_card,0.2796,NC,MORTGAGE,11666.67,"[665, 669]",18.0,194205.0,0.0,10+ years,667
21000,20950.0,0.2376,60,debt_consolidation,0.2482,KS,RENT,7458.33,"[660, 664]",14.0,11973.0,0.0,10+ years,662
12000,12000.0,0.079,36,home_improvement,0.2199,MN,MORTGAGE,5416.67,"[730, 734]",8.0,28146.0,0.0,10+ years,732
12000,12000.0,0.1349,36,debt_consolidation,0.1629,NV,MORTGAGE,6250.0,"[680, 684]",13.0,13528.0,1.0,7 years,682
3600,3600.0,0.1399,36,other,0.1,NY,RENT,5750.0,"[670, 674]",8.0,10766.0,2.0,4 years,672
25000,15175.0,0.1632,60,debt_consolidation,0.2219,PA,MORTGAGE,7083.33,"[705, 709]",8.0,9133.0,0.0,4 years,707
8400,8400.0,0.0925,60,car,0.2247,NM,MORTGAGE,4833.33,"[760, 764]",6.0,19187.0,0.0,3 years,762
24375,24300.0,0.158,60,debt_consolidation,0.3061,PA,MORTGAGE,4708.33,"[700, 704]",18.0,49136.0,0.0,10+ years,702
8575,8575.0,0.158,36,debt_consolidation,0.3441,KY,MORTGAGE,4541.67,"[675, 679]",15.0,5180.0,1.0,10+ years,677
13800,13800.0,0.1212,36,debt_consolidation,0.1711,CA,RENT,4250.0,"[695, 699]",8.0,11366.0,0.0,< 1 year,697
17000,17000.0,0.1149,36,debt_consolidation,0.1369,MI,RENT,5083.33,"[695, 699]",9.0,13883.0,0.0,4 years,697
11000,11000.0,0.1367,36,debt_consolidation,0.1344,LA,MORTGAGE,4666.67,"[675, 679]",8.0,10482.0,0.0,6 years,677
7800,7800.0,0.1435,36,other,0.2189,CA,RENT,2508.33,"[680, 684]",5.0,25780.0,0.0,< 1 year,682
3725,3725.0,0.1059,36,credit_card,0.1857,NY,RENT,11666.67,"[695, 699]",21.0,43987.0,0.0,10+ years,697
11000,11000.0,0.1727,36,other,0.1144,WI,MORTGAGE,5000.0,"[665, 669]",7.0,10070.0,3.0,10+ years,667
8500,8500.0,0.1531,36,debt_consolidation,0.0756,CO,RENT,3333.33,"[670, 674]",5.0,8844.0,0.0,< 1 year,672
10000,10000.0,0.0976,36,credit_card,0.0683,MA,RENT,4583.33,"[705, 709]",14.0,13511.0,0.0,7 years,707
12000,12000.0,0.1171,60,debt_consolidation,0.233,CT,MORTGAGE,4000.0,"[725, 729]",8.0,15010.0,0.0,10+ years,727
31500,31425.0,0.1212,60,other,0.2132,IL,RENT,5250.0,"[755, 759]",10.0,11936.0,0.0,10+ years,757
19000,19000.0,0.1531,60,debt_consolidation,0.2765,FL,RENT,3617.21,"[705, 709]",8.0,25692.0,0.0,3 years,707
12000,12000.0,0.1016,36,debt_consolidation,0.1422,CO,MORTGAGE,8791.67,"[695, 699]",10.0,17185.0,2.0,8 years,697
19125,19125.0,0.1016,36,debt_consolidation,0.2558,FL,RENT,4000.0,"[725, 729]",5.0,0.0,0.0,5 years,727
6525,6500.0,0.1607,36,other,0.1011,MD,RENT,3166.67,"[700, 704]",3.0,2494.0,1.0,1 year,702
8975,8975.0,0.079,36,debt_consolidation,0.2151,NJ,MORTGAGE,9166.67,"[725, 729]",18.0,61613.0,3.0,10+ years,727
6000,5975.0,0.0603,36,other,0.1141,NY,MORTGAGE,6250.0,"[780, 784]",9.0,89985.0,2.0,n/a,782
20800,20800.0,0.1922,60,credit_card,0.155,TX,RENT,6916.67,"[680, 684]",20.0,28764.0,1.0,10+ years,682
8400,8400.0,0.1427,36,debt_consolidation,0.1195,NC,MORTGAGE,4166.67,"[680, 684]",10.0,16634.0,1.0,10+ years,682
20000,20000.0,0.1849,36,debt_consolidation,0.1283,FL,MORTGAGE,13583.33,"[675, 679]",17.0,30679.0,1.0,< 1 year,677
18550,18550.0,0.1212,36,debt_consolidation,0.1137,FL,MORTGAGE,3941.0,"[710, 714]",14.0,9438.0,0.0,n/a,712
9600,9600.0,0.1212,36,credit_card,0.2535,CT,RENT,4750.0,"[685, 689]",11.0,29475.0,0.0,5 years,687
6000,6000.0,0.0603,36,major_purchase,0.1268,TX,MORTGAGE,6666.67,"[775, 779]",13.0,8581.0,0.0,10+ years,777
14000,14000.0,0.1531,36,credit_card,0.1135,AZ,RENT,7333.33,"[680, 684]",7.0,6229.0,1.0,< 1 year,682
17000,16573.33,0.1298,36,debt_consolidation,0.1572,AL,RENT,4333.33,"[705, 709]",5.0,19053.0,0.0,10+ years,707
13250,13225.0,0.1065,36,credit_card,0.2496,NJ,RENT,3333.33,"[700, 704]",13.0,16192.0,0.0,1 year,702
13000,13000.0,0.0976,36,credit_card,0.245,TX,RENT,4166.67,"[705, 709]",10.0,15534.0,0.0,6 years,707
20000,20000.0,0.1212,36,debt_consolidation,0.1635,FL,MORTGAGE,4166.67,"[700, 704]",7.0,15917.0,0.0,1 year,702
7000,7000.0,0.1531,36,credit_card,0.1564,CO,RENT,2666.67,"[670, 674]",11.0,11529.0,0.0,5 years,672
12000,12000.0,0.1727,36,debt_consolidation,0.1507,CO,MORTGAGE,4166.67,"[665, 669]",7.0,12318.0,1.0,< 1 year,667
4200,4200.0,0.0762,36,debt_consolidation,0.0675,IL,OWN,10416.67,"[735, 739]",15.0,10819.0,1.0,2 years,737
